item_id;pedido_id;produto_id;quantidade;preco_unitario
301;119;3;1;200.0
302;119;2;2;120.0
303;119;4;1;1200.0
304;119;5;2;1500.0
305;120;6;2;350.0
306;120;5;2;1500.0
307;120;4;1;1200.0
308;121;1;1;4500.0
309;121;3;1;200.0
310;122;2;2;120.0
311;122;7;1;400.0
312;122;5;1;1500.0
313;123;4;1;1200.0
314;123;1;2;4500.0
315;124;3;1;200.0
316;125;6;2;350.0
317;125;7;2;400.0
318;125;1;1;4500.0
319;126;2;2;120.0
320;126;1;2;4500.0
321;126;6;2;350.0
322;127;5;2;1500.0
323;127;6;1;350.0
324;127;1;2;4500.0
325;128;6;1;350.0
326;128;7;1;400.0
327;128;5;1;1500.0
328;129;3;2;200.0
329;129;1;1;4500.0
330;129;6;2;350.0
331;130;2;1;120.0
332;130;7;1;400.0
333;130;4;1;1200.0
334;131;4;2;1200.0
335;131;7;1;400.0
336;132;3;2;200.0
337;133;6;2;350.0
338;133;3;1;200.0
339;133;5;2;1500.0
340;133;2;1;120.0
341;134;4;2;1200.0
342;134;7;1;400.0
343;134;6;2;350.0
344;134;3;2;200.0
345;135;4;2;1200.0
346;135;6;1;350.0
347;136;5;2;1500.0
348;137;6;1;350.0
349;137;2;2;120.0
350;137;7;2;400.0
351;137;4;2;1200.0
352;138;7;2;400.0
353;139;2;1;120.0
354;139;7;2;400.0
355;139;3;2;200.0
356;140;5;1;1500.0
357;141;5;1;1500.0
358;142;4;2;1200.0
359;142;1;2;4500.0
360;142;7;1;400.0
361;142;3;1;200.0
362;143;6;2;350.0
363;144;7;2;400.0
364;144;2;1;120.0
365;145;4;2;1200.0
366;146;5;2;1500.0
367;146;6;2;350.0
368;146;4;2;1200.0
369;147;2;1;120.0
370;147;7;2;400.0
371;148;4;1;1200.0
372;149;4;1;1200.0
373;150;2;2;120.0
374;151;6;2;350.0
375;151;4;2;1200.0
376;151;5;2;1500.0
377;151;7;2;400.0
378;152;2;1;120.0
379;153;2;1;120.0
380;154;6;1;350.0
381;155;2;2;120.0
382;156;6;2;350.0
383;156;2;1;120.0
384;157;3;2;200.0
385;158;4;1;1200.0
386;158;7;1;400.0
387;159;2;2;120.0
388;159;6;2;350.0
389;160;1;1;4500.0
390;160;4;2;1200.0
391;160;5;2;1500.0
392;160;2;1;120.0
393;161;1;2;4500.0
394;161;7;2;400.0
395;161;4;2;1200.0
396;162;4;2;1200.0
397;163;5;1;1500.0
398;163;7;1;400.0
399;163;6;1;350.0
400;163;4;2;1200.0
401;164;5;2;1500.0
402;164;1;2;4500.0
403;164;3;1;200.0
404;165;5;2;1500.0
405;165;6;1;350.0
406;165;3;1;200.0
407;165;4;2;1200.0
408;166;4;2;1200.0
409;166;3;1;200.0
410;167;5;2;1500.0
411;167;6;2;350.0
412;168;3;2;200.0
413;168;6;2;350.0
414;169;7;1;400.0
415;169;4;2;1200.0
416;169;2;1;120.0
417;170;2;2;120.0
418;170;7;1;400.0
419;170;6;2;350.0
420;170;5;2;1500.0
421;171;2;1;120.0
422;171;7;1;400.0
423;171;5;2;1500.0
424;172;3;1;200.0
425;172;6;1;350.0
426;172;2;1;120.0
427;173;4;1;1200.0
428;173;1;1;4500.0
429;173;5;1;1500.0
430;174;3;2;200.0
431;174;7;1;400.0
432;174;6;1;350.0
433;174;1;1;4500.0
434;175;7;1;400.0
435;175;4;1;1200.0
436;175;1;1;4500.0
437;175;5;1;1500.0
438;176;7;1;400.0
439;177;2;2;120.0
440;177;6;2;350.0
441;177;3;1;200.0
442;178;6;2;350.0
443;178;3;1;200.0
444;179;7;1;400.0
445;180;4;2;1200.0
446;180;1;2;4500.0
447;180;2;1;120.0
448;180;7;1;400.0
449;181;3;2;200.0
450;181;6;1;350.0
451;181;4;1;1200.0
452;182;7;2;400.0
453;182;2;2;120.0
454;182;6;2;350.0
455;182;4;2;1200.0
456;183;4;1;1200.0
457;184;6;1;350.0
458;185;3;2;200.0
459;186;7;2;400.0
460;186;2;1;120.0
461;186;4;1;1200.0
462;186;1;1;4500.0
463;187;4;2;1200.0
464;187;7;2;400.0
465;187;5;2;1500.0
466;188;7;2;400.0
467;189;6;2;350.0
468;189;4;1;1200.0
469;190;6;2;350.0
470;190;3;1;200.0
471;190;4;1;1200.0
472;190;2;2;120.0
473;191;6;1;350.0
474;191;7;1;400.0
475;191;2;2;120.0
476;191;3;2;200.0
477;192;1;2;4500.0
478;192;7;1;400.0
479;193;6;1;350.0
480;193;4;1;1200.0
481;193;5;2;1500.0
482;194;6;1;350.0
483;194;5;1;1500.0
484;194;3;1;200.0
485;195;3;2;200.0
486;195;5;1;1500.0
487;195;1;1;4500.0
488;195;4;2;1200.0
489;196;3;1;200.0
490;196;6;2;350.0
491;196;5;1;1500.0
492;197;3;1;200.0
493;198;4;2;1200.0
494;198;1;2;4500.0
495;198;2;1;120.0
496;199;1;2;4500.0
497;200;4;2;1200.0
498;200;2;1;120.0
499;201;6;2;350.0
500;201;5;2;1500.0
501;201;4;2;1200.0
502;202;4;1;1200.0
503;202;6;1;350.0
504;202;7;1;400.0
505;202;5;2;1500.0
506;203;2;1;120.0
507;203;6;2;350.0
508;203;5;2;1500.0
509;203;1;1;4500.0
510;204;5;1;1500.0
511;204;3;2;200.0
512;205;1;2;4500.0
513;206;1;1;4500.0
514;206;5;2;1500.0
515;206;2;2;120.0
516;207;3;1;200.0
517;207;7;1;400.0
518;207;4;1;1200.0
519;208;1;1;4500.0
520;208;3;2;200.0
521;208;6;1;350.0
522;208;2;1;120.0
523;209;1;2;4500.0
524;209;7;2;400.0
525;209;4;2;1200.0
526;210;7;1;400.0
527;210;4;1;1200.0
528;210;6;2;350.0
529;211;6;1;350.0
530;211;4;2;1200.0
531;211;2;2;120.0
532;211;3;1;200.0
533;212;3;2;200.0
534;212;5;1;1500.0
535;212;1;1;4500.0
536;212;4;1;1200.0
537;213;5;1;1500.0
538;213;6;1;350.0
539;213;1;1;4500.0
540;214;7;1;400.0
541;214;4;1;1200.0
542;215;1;1;4500.0
543;215;3;1;200.0
544;216;1;2;4500.0
545;216;5;1;1500.0
546;216;6;2;350.0
547;216;3;1;200.0
548;217;4;1;1200.0
549;217;2;2;120.0
550;217;7;2;400.0
551;218;1;1;4500.0
552;218;7;2;400.0
553;218;6;1;350.0
554;219;3;1;200.0
555;219;1;2;4500.0
556;220;6;1;350.0
557;220;2;1;120.0
558;220;1;1;4500.0
559;220;3;2;200.0
560;221;1;2;4500.0
561;221;3;2;200.0
562;221;2;2;120.0
563;221;4;1;1200.0
564;222;2;1;120.0
565;223;4;2;1200.0
566;223;5;1;1500.0
567;224;1;2;4500.0
568;224;3;1;200.0
569;224;4;2;1200.0
570;225;4;1;1200.0
571;226;3;1;200.0
572;227;7;1;400.0
573;227;5;2;1500.0
574;228;4;1;1200.0
575;228;1;2;4500.0
576;228;5;1;1500.0
577;228;2;1;120.0
578;229;5;2;1500.0
579;229;4;2;1200.0
580;229;1;1;4500.0
581;229;7;1;400.0
582;230;4;2;1200.0
583;231;7;2;400.0
584;231;6;1;350.0
585;231;4;2;1200.0
586;232;2;1;120.0
587;233;1;1;4500.0
588;233;4;2;1200.0
589;233;7;2;400.0
590;234;5;2;1500.0
591;234;7;2;400.0
592;235;7;2;400.0
593;235;6;1;350.0
594;235;4;2;1200.0
595;236;2;2;120.0
596;236;4;1;1200.0
597;236;5;1;1500.0
598;237;5;2;1500.0
599;238;1;1;4500.0
600;239;5;1;1500.0
601;239;6;1;350.0
602;239;4;1;1200.0
603;239;7;2;400.0
604;240;3;2;200.0
605;241;4;1;1200.0
606;241;2;2;120.0
607;241;1;2;4500.0
608;242;4;1;1200.0
609;242;1;1;4500.0
610;243;6;1;350.0
611;243;7;1;400.0
612;243;3;2;200.0
613;244;2;2;120.0
614;244;4;1;1200.0
615;245;4;1;1200.0
616;245;6;1;350.0
617;245;5;1;1500.0
618;246;1;1;4500.0
619;246;3;1;200.0
620;246;5;1;1500.0
621;246;4;1;1200.0
622;247;6;1;350.0
623;247;1;2;4500.0
624;248;5;2;1500.0
625;248;6;1;350.0
626;249;6;2;350.0
627;250;1;2;4500.0
628;250;4;2;1200.0
629;250;7;2;400.0
630;250;3;1;200.0
631;251;4;1;1200.0
632;251;3;1;200.0
633;251;5;2;1500.0
634;251;1;2;4500.0
635;252;3;2;200.0
636;252;1;1;4500.0
637;252;4;1;1200.0
638;252;2;1;120.0
639;253;1;2;4500.0
640;253;2;2;120.0
641;253;6;1;350.0
642;253;5;1;1500.0
643;254;4;2;1200.0
644;255;5;2;1500.0
645;256;2;1;120.0
646;256;1;2;4500.0
647;256;4;1;1200.0
648;257;5;2;1500.0
649;257;2;1;120.0
650;257;1;2;4500.0
651;258;1;1;4500.0
652;259;4;2;1200.0
653;260;7;1;400.0
654;261;7;2;400.0
655;262;3;2;200.0
656;263;1;1;4500.0
657;264;3;2;200.0
658;265;1;1;4500.0
659;265;5;2;1500.0
660;265;4;2;1200.0
661;265;2;2;120.0
662;266;5;1;1500.0
663;266;7;2;400.0
664;266;1;2;4500.0
665;266;3;1;200.0
666;267;1;1;4500.0
667;268;5;1;1500.0
668;269;6;2;350.0
669;269;5;2;1500.0
670;270;4;1;1200.0
671;270;6;1;350.0
672;270;5;1;1500.0
673;270;7;1;400.0
674;271;2;2;120.0
675;272;5;1;1500.0
676;272;6;1;350.0
677;272;3;2;200.0
678;272;7;2;400.0
679;273;3;1;200.0
680;273;7;1;400.0
681;273;1;1;4500.0
682;274;4;2;1200.0
683;275;2;1;120.0
684;275;6;1;350.0
685;276;2;2;120.0
686;276;6;2;350.0
687;276;4;2;1200.0
688;277;4;1;1200.0
689;277;3;2;200.0
690;277;2;1;120.0
691;278;2;2;120.0
692;278;1;1;4500.0
693;278;7;1;400.0
694;278;5;2;1500.0
695;279;7;1;400.0
696;279;6;2;350.0
697;279;4;1;1200.0
698;280;3;1;200.0
699;281;3;1;200.0
700;282;2;2;120.0
701;283;2;1;120.0
702;283;6;1;350.0
703;283;5;1;1500.0
704;283;3;1;200.0
705;284;2;1;120.0
706;284;7;2;400.0
707;284;3;1;200.0
708;285;2;1;120.0
709;285;1;2;4500.0
710;286;1;1;4500.0
711;287;6;2;350.0
712;287;1;2;4500.0
713;287;3;1;200.0
714;287;2;2;120.0
715;288;6;2;350.0
716;288;2;1;120.0
717;288;5;1;1500.0
718;289;2;1;120.0
719;289;7;2;400.0
720;290;3;1;200.0
721;290;5;1;1500.0
722;290;4;1;1200.0
723;291;7;1;400.0
724;291;2;1;120.0
725;291;3;2;200.0
726;292;7;2;400.0
727;292;5;1;1500.0
728;293;7;2;400.0
729;294;2;2;120.0
730;295;4;1;1200.0
731;295;5;2;1500.0
732;295;7;2;400.0
733;296;6;2;350.0
734;296;4;1;1200.0
735;296;7;1;400.0
736;296;3;1;200.0
737;297;4;2;1200.0
738;297;2;1;120.0
739;298;4;1;1200.0
740;298;7;2;400.0
741;298;5;2;1500.0
742;299;2;1;120.0
743;300;4;1;1200.0
744;300;5;1;1500.0
745;300;3;2;200.0
746;301;4;2;1200.0
747;301;7;2;400.0
748;301;6;2;350.0
749;302;3;1;200.0
750;302;7;2;400.0
751;302;4;1;1200.0
752;302;1;2;4500.0
753;303;3;1;200.0
754;304;7;1;400.0
755;304;5;2;1500.0
756;304;6;1;350.0
757;305;1;1;4500.0
758;306;1;2;4500.0
759;306;5;1;1500.0
760;306;2;2;120.0
761;307;3;1;200.0
762;307;6;1;350.0
763;307;7;2;400.0
764;308;7;2;400.0
765;309;7;2;400.0
766;309;3;1;200.0
767;309;4;2;1200.0
768;310;7;1;400.0
769;310;4;1;1200.0
770;311;4;2;1200.0
771;311;2;2;120.0
772;312;7;1;400.0
773;312;1;2;4500.0
774;312;3;2;200.0
775;313;4;1;1200.0
776;313;7;2;400.0
777;314;5;2;1500.0
778;314;2;1;120.0
779;315;7;1;400.0
780;315;6;2;350.0
781;315;3;2;200.0
782;315;5;2;1500.0
783;316;3;1;200.0
784;316;5;1;1500.0
785;316;1;1;4500.0
786;317;5;2;1500.0
787;317;6;2;350.0
788;317;7;1;400.0
789;318;1;2;4500.0
790;318;5;1;1500.0
791;318;4;2;1200.0
792;318;2;2;120.0
793;319;1;1;4500.0
794;319;2;1;120.0
795;319;7;2;400.0
796;320;2;1;120.0
797;321;4;2;1200.0
798;322;2;1;120.0
799;322;3;2;200.0
800;323;3;1;200.0
801;324;3;2;200.0
802;324;4;1;1200.0
803;325;2;2;120.0
804;326;6;1;350.0
805;326;1;1;4500.0
806;326;4;2;1200.0
807;326;2;2;120.0
808;327;2;1;120.0
809;327;5;2;1500.0
810;327;6;2;350.0
811;327;3;1;200.0
812;328;2;2;120.0
813;329;7;2;400.0
814;330;5;2;1500.0
815;330;3;2;200.0
816;331;5;2;1500.0
817;331;1;2;4500.0
818;331;6;2;350.0
819;331;3;2;200.0
820;332;4;1;1200.0
821;332;2;2;120.0
822;333;4;2;1200.0
823;333;6;1;350.0
824;333;2;1;120.0
825;333;1;1;4500.0
826;334;6;1;350.0
827;334;5;1;1500.0
828;334;3;2;200.0
829;335;7;1;400.0
830;335;5;1;1500.0
831;335;1;2;4500.0
832;335;3;2;200.0
833;336;2;2;120.0
834;336;3;1;200.0
835;336;7;1;400.0
836;336;1;2;4500.0
837;337;3;2;200.0
838;337;6;1;350.0
839;337;4;1;1200.0
840;337;2;2;120.0
841;338;6;1;350.0
842;339;6;2;350.0
843;339;7;2;400.0
844;339;4;1;1200.0
845;340;5;1;1500.0
846;341;2;1;120.0
847;341;4;1;1200.0
848;341;3;1;200.0
849;341;7;1;400.0
850;342;1;1;4500.0
851;342;5;1;1500.0
852;342;4;1;1200.0
853;343;2;1;120.0
854;343;4;1;1200.0
855;343;3;1;200.0
856;344;4;1;1200.0
857;344;6;1;350.0
858;345;6;1;350.0
859;345;3;1;200.0
860;345;4;2;1200.0
861;345;1;1;4500.0
862;346;3;1;200.0
863;346;2;1;120.0
864;347;4;1;1200.0
865;348;3;1;200.0
866;349;2;1;120.0
867;350;6;1;350.0
868;350;2;2;120.0
869;351;7;2;400.0
870;352;5;1;1500.0
871;352;6;2;350.0
872;352;2;2;120.0
873;353;2;1;120.0
874;354;3;2;200.0
875;355;1;2;4500.0
876;355;4;1;1200.0
877;356;2;2;120.0
878;356;4;2;1200.0
879;356;7;1;400.0
880;356;1;1;4500.0
881;357;4;2;1200.0
882;357;3;1;200.0
883;358;3;2;200.0
884;358;1;2;4500.0
885;359;3;2;200.0
886;359;2;2;120.0
887;360;3;1;200.0
888;361;4;1;1200.0
889;361;5;1;1500.0
890;361;2;1;120.0
891;361;1;2;4500.0
892;362;6;1;350.0
893;362;4;1;1200.0
894;363;2;2;120.0
895;364;3;1;200.0
896;364;2;1;120.0
897;364;6;1;350.0
898;364;4;2;1200.0
899;365;2;1;120.0
900;365;3;2;200.0
901;365;6;2;350.0
902;366;2;2;120.0
903;367;2;1;120.0
904;367;7;1;400.0
905;367;5;1;1500.0
906;368;5;1;1500.0
907;368;3;1;200.0
908;368;2;2;120.0
909;368;4;1;1200.0
910;369;1;1;4500.0
911;369;6;1;350.0
912;370;1;1;4500.0
913;370;2;1;120.0
914;371;4;2;1200.0
915;372;2;1;120.0
916;372;6;2;350.0
917;372;7;1;400.0
918;373;3;2;200.0
919;373;7;1;400.0
920;374;7;2;400.0
921;374;4;2;1200.0
922;374;1;2;4500.0
923;375;4;2;1200.0
924;375;7;2;400.0
925;376;7;1;400.0
926;376;4;2;1200.0
927;377;7;1;400.0
928;377;1;2;4500.0
929;377;3;2;200.0
930;377;2;2;120.0
931;378;4;2;1200.0
932;378;3;1;200.0
933;378;7;2;400.0
934;379;6;1;350.0
935;379;4;1;1200.0
936;380;1;2;4500.0
937;380;7;2;400.0
938;381;4;2;1200.0
939;381;7;2;400.0
940;381;3;1;200.0
941;381;6;2;350.0
942;382;1;2;4500.0
943;383;2;2;120.0
944;383;4;2;1200.0
945;384;6;2;350.0
946;384;7;2;400.0
947;384;3;1;200.0
948;384;1;1;4500.0
949;385;1;2;4500.0
950;385;3;2;200.0
951;385;7;1;400.0
952;385;2;2;120.0
953;386;5;1;1500.0
954;386;7;1;400.0
955;387;7;1;400.0
956;388;4;1;1200.0
957;388;6;2;350.0
958;388;5;1;1500.0
959;388;1;2;4500.0
960;389;6;2;350.0
961;389;3;2;200.0
962;389;5;2;1500.0
963;390;1;2;4500.0
964;391;3;1;200.0
965;391;6;2;350.0
966;392;1;1;4500.0
967;392;2;1;120.0
968;392;4;1;1200.0
969;393;5;1;1500.0
970;393;4;1;1200.0
971;393;3;2;200.0
972;393;6;1;350.0
973;394;2;1;120.0
974;394;4;1;1200.0
975;395;5;1;1500.0
976;395;2;1;120.0
977;395;6;1;350.0
978;395;7;2;400.0
979;396;4;1;1200.0
980;396;6;1;350.0
981;396;5;2;1500.0
982;396;1;1;4500.0
983;397;1;1;4500.0
984;397;3;1;200.0
985;397;7;2;400.0
986;397;6;2;350.0
987;398;1;1;4500.0
988;399;7;1;400.0
989;399;1;1;4500.0
990;399;5;1;1500.0
991;400;4;2;1200.0
992;401;4;2;1200.0
993;401;3;2;200.0
994;401;5;2;1500.0
995;401;7;2;400.0
996;402;3;2;200.0
997;402;6;2;350.0
998;403;3;2;200.0
999;404;1;2;4500.0
1000;405;6;2;350.0
1001;405;2;1;120.0
1002;405;1;2;4500.0
1003;405;5;2;1500.0
1004;406;5;2;1500.0
1005;406;4;1;1200.0
1006;406;2;2;120.0
1007;406;1;1;4500.0
1008;407;6;2;350.0
1009;407;4;2;1200.0
1010;407;2;1;120.0
1011;408;4;2;1200.0
1012;408;7;2;400.0
1013;408;1;1;4500.0
1014;409;7;1;400.0
1015;409;5;1;1500.0
1016;410;7;1;400.0
1017;410;1;2;4500.0
1018;410;3;1;200.0
1019;410;4;2;1200.0
1020;411;2;1;120.0
1021;411;7;1;400.0
1022;412;4;1;1200.0
1023;413;3;2;200.0
1024;413;4;1;1200.0
1025;414;6;1;350.0
1026;414;4;2;1200.0
1027;414;1;1;4500.0
1028;415;7;1;400.0
1029;415;2;2;120.0
1030;415;5;2;1500.0
1031;416;6;1;350.0
1032;416;7;1;400.0
1033;416;5;2;1500.0
1034;416;4;1;1200.0
1035;417;1;2;4500.0
1036;417;7;1;400.0
1037;417;6;1;350.0
1038;418;2;1;120.0
1039;418;3;2;200.0
1040;418;4;1;1200.0
1041;419;7;2;400.0
1042;419;4;2;1200.0
1043;420;7;1;400.0
1044;420;6;1;350.0
1045;420;2;2;120.0
1046;421;5;2;1500.0
1047;422;2;2;120.0
1048;422;3;2;200.0
1049;422;7;1;400.0
1050;423;2;2;120.0
1051;423;6;2;350.0
1052;423;1;1;4500.0
1053;424;7;2;400.0
1054;424;6;1;350.0
1055;424;5;2;1500.0
1056;425;6;2;350.0
1057;425;4;1;1200.0
1058;425;1;1;4500.0
1059;426;6;1;350.0
1060;426;7;1;400.0
1061;427;6;1;350.0
1062;427;4;2;1200.0
1063;427;3;2;200.0
1064;427;2;2;120.0
1065;428;3;2;200.0
1066;428;4;2;1200.0
1067;428;6;1;350.0
1068;428;1;2;4500.0
1069;429;2;2;120.0
1070;430;7;2;400.0
1071;431;6;2;350.0
1072;431;2;2;120.0
1073;431;5;2;1500.0
1074;431;7;1;400.0
1075;432;2;1;120.0
1076;432;6;1;350.0
1077;433;6;1;350.0
1078;433;5;2;1500.0
1079;433;1;2;4500.0
1080;434;1;2;4500.0
1081;434;7;2;400.0
1082;435;1;2;4500.0
1083;435;7;2;400.0
1084;436;6;2;350.0
1085;436;7;1;400.0
1086;437;1;1;4500.0
1087;438;4;2;1200.0
1088;438;3;1;200.0
1089;438;5;2;1500.0
1090;438;2;2;120.0
1091;439;6;2;350.0
1092;439;7;1;400.0
1093;439;4;1;1200.0
1094;440;1;1;4500.0
1095;441;6;1;350.0
1096;441;7;2;400.0
1097;441;5;2;1500.0
1098;441;2;1;120.0
1099;442;4;2;1200.0
1100;442;7;2;400.0
1101;443;1;1;4500.0
1102;443;3;1;200.0
1103;444;7;2;400.0
1104;444;6;1;350.0
1105;444;1;1;4500.0
1106;444;4;1;1200.0
1107;445;2;1;120.0
1108;446;5;2;1500.0
1109;447;1;1;4500.0
1110;447;7;1;400.0
1111;447;2;1;120.0
1112;448;7;1;400.0
