carrinho_id,cliente_id,data_criacao,valor_total,status
81,20,2023-10-19,1432.57,finalizado
82,21,2024-07-06,3409.89,finalizado
83,21,2022-08-02,569.84,finalizado
84,22,2023-05-22,3181.99,abandonado
85,22,2022-10-16,2268.18,finalizado
86,22,2024-11-21,810.41,finalizado
87,22,2023-09-07,1314.56,abandonado
88,22,2022-04-07,427.51,abandonado
89,23,2022-07-24,1341.25,finalizado
90,23,2022-12-26,3055.45,finalizado
91,23,2023-06-04,1077.35,abandonado
92,23,2022-09-06,1226.68,abandonado
93,23,2023-07-20,2909.68,abandonado
94,23,2024-12-29,2088.18,abandonado
95,23,2023-04-06,883.95,finalizado
96,24,2023-03-27,1226.55,abandonado
97,27,2023-05-11,2509.03,abandonado
98,27,2024-11-28,1440.66,abandonado
99,27,2022-12-16,275.77,finalizado
100,27,2022-04-19,942.25,finalizado
101,27,2023-08-14,1433.3,abandonado
102,27,2023-08-01,3448.02,abandonado
103,27,2022-04-08,2525.12,abandonado
104,28,2022-02-15,3141.35,finalizado
105,28,2023-12-17,1598.64,abandonado
106,28,2023-12-02,1086.36,finalizado
107,28,2024-03-19,2955.69,finalizado
108,29,2022-05-15,1020.07,finalizado
109,29,2022-05-04,1055.13,abandonado
110,29,2023-07-25,1178.98,abandonado
111,29,2024-06-09,1957.41,finalizado
112,29,2022-06-25,2522.31,finalizado
113,29,2024-02-03,3451.96,abandonado
114,30,2024-02-02,2286.97,finalizado
115,30,2023-09-11,3304.97,abandonado
116,30,2023-07-10,1308.11,abandonado
117,30,2022-08-03,2764.05,abandonado
118,30,2022-12-20,2179.21,finalizado
119,30,2023-01-25,2812.05,finalizado
120,32,2022-06-17,903.15,abandonado
121,32,2022-04-29,265.6,abandonado
122,32,2022-05-09,2894.01,finalizado
123,32,2023-08-21,1812.22,finalizado
124,32,2023-06-16,1528.35,finalizado
125,33,2023-09-06,451.79,finalizado
126,33,2024-03-25,714.01,finalizado
127,33,2024-08-28,2034.6,finalizado
128,33,2022-10-24,3147.0,finalizado
129,33,2024-10-24,2078.98,finalizado
130,33,2023-01-15,1124.93,finalizado
131,33,2024-02-08,165.17,finalizado
132,34,2024-04-08,2214.39,abandonado
133,34,2023-09-12,3261.25,finalizado
134,35,2023-12-01,2677.39,abandonado
135,35,2023-07-17,2692.88,abandonado
136,35,2022-12-16,541.19,abandonado
137,35,2022-01-22,318.36,finalizado
138,35,2022-05-20,3178.88,finalizado
139,36,2024-03-07,796.59,finalizado
140,36,2024-05-10,3046.28,finalizado
141,36,2024-04-20,1605.72,finalizado
142,36,2023-11-30,434.24,finalizado
143,36,2023-06-02,2158.42,finalizado
144,36,2023-04-17,1396.71,finalizado
145,36,2023-01-22,767.53,abandonado
146,37,2023-10-19,1758.95,abandonado
147,37,2023-04-09,175.5,abandonado
148,37,2023-04-19,331.09,abandonado
149,37,2024-11-13,2890.28,finalizado
150,37,2024-12-22,1905.08,abandonado
151,38,2023-08-12,594.0,finalizado
152,39,2022-05-27,264.69,finalizado
153,39,2024-10-14,2433.82,finalizado
154,39,2024-01-02,2565.35,finalizado
155,40,2024-01-10,2315.17,finalizado
156,40,2022-01-23,1671.32,finalizado
157,42,2023-03-27,1899.39,abandonado
158,42,2023-08-13,1538.94,abandonado
159,42,2023-05-26,2121.01,abandonado
160,43,2023-04-06,215.26,finalizado
161,43,2024-08-29,2810.84,finalizado
162,44,2022-04-19,923.76,finalizado
163,44,2024-04-19,1641.8,finalizado
164,44,2022-07-23,1687.67,finalizado
165,44,2024-10-05,2354.98,finalizado
166,44,2022-01-31,2962.69,abandonado
167,45,2023-04-16,3041.5,finalizado
168,45,2024-09-24,482.75,finalizado
169,45,2022-09-09,2609.83,finalizado
170,46,2023-06-02,370.18,finalizado
171,46,2022-03-14,566.52,finalizado
172,47,2022-10-27,625.12,abandonado
173,47,2023-12-14,2858.99,finalizado
174,47,2023-08-05,3398.81,finalizado
175,47,2023-06-02,1152.24,abandonado
176,48,2024-11-07,2908.07,finalizado
177,48,2024-07-16,3044.96,abandonado
178,48,2024-09-06,1443.28,finalizado
179,49,2024-07-27,737.78,finalizado
180,49,2024-07-07,2870.94,finalizado
181,49,2022-11-15,964.81,finalizado
182,49,2024-08-19,2962.81,finalizado
183,49,2023-04-23,1756.51,finalizado
184,49,2023-04-15,989.57,finalizado
185,50,2023-01-21,371.48,finalizado
186,50,2022-04-09,1680.52,abandonado
187,50,2024-07-22,2340.91,finalizado
188,50,2024-03-27,1406.66,abandonado
189,50,2024-07-08,2733.75,abandonado
190,51,2022-12-26,777.66,abandonado
191,51,2024-05-21,604.93,abandonado
192,51,2022-09-07,3082.31,abandonado
193,51,2024-06-28,1165.42,finalizado
194,51,2022-09-30,1075.52,finalizado
195,51,2023-06-22,1666.99,abandonado
196,51,2024-12-19,3161.54,abandonado
197,52,2024-07-09,1999.58,finalizado
198,52,2022-08-31,2768.49,abandonado
199,52,2022-11-06,1062.77,finalizado
200,53,2024-12-24,3078.46,finalizado
201,53,2024-11-15,1443.78,finalizado
202,53,2023-08-04,2961.91,finalizado
203,53,2023-09-12,2847.52,finalizado
204,53,2024-09-04,262.72,finalizado
205,53,2023-05-01,2801.33,finalizado
206,54,2022-01-30,1669.42,finalizado
207,54,2023-12-24,519.23,abandonado
208,54,2023-11-27,729.73,finalizado
209,54,2024-10-23,1269.71,finalizado
210,54,2023-08-29,1194.89,abandonado
211,54,2022-05-10,81.18,finalizado
212,55,2022-02-27,1304.25,finalizado
213,56,2023-02-04,1541.75,finalizado
214,58,2022-06-01,2705.28,finalizado
215,58,2022-01-27,1486.36,abandonado
216,58,2024-03-16,1490.84,finalizado
217,58,2022-10-31,169.91,finalizado
218,58,2023-04-03,2042.82,finalizado
219,61,2024-03-30,1719.4,finalizado
220,61,2024-05-22,2610.73,finalizado
221,61,2024-02-06,2111.16,finalizado
222,61,2023-03-26,2188.02,finalizado
223,63,2024-08-18,2430.96,finalizado
224,63,2022-03-07,199.28,finalizado
225,63,2022-02-20,3379.87,finalizado
226,65,2024-01-23,2963.99,abandonado
227,65,2022-02-10,424.84,finalizado
228,66,2022-03-27,229.9,abandonado
229,67,2023-03-01,1100.16,abandonado
230,67,2023-01-16,346.16,finalizado
231,67,2024-08-05,119.58,abandonado
232,67,2023-02-02,1897.0,finalizado
233,67,2022-11-02,2385.72,finalizado
234,67,2024-09-08,1236.98,abandonado
235,67,2023-12-25,3031.62,abandonado
236,68,2022-12-16,960.93,finalizado
237,68,2022-06-02,2314.78,abandonado
238,68,2024-05-04,724.54,finalizado
239,68,2023-01-02,3474.17,abandonado
240,68,2023-10-03,1010.37,finalizado
241,69,2023-08-12,204.8,finalizado
242,69,2024-12-11,1200.94,abandonado
243,69,2023-01-22,3097.47,finalizado
244,69,2023-01-06,2298.52,abandonado
245,69,2024-08-11,3200.34,finalizado
246,69,2024-12-15,1901.53,abandonado
247,69,2022-05-22,2317.55,finalizado
248,70,2024-08-09,3467.73,finalizado
249,71,2024-06-01,931.9,abandonado
250,71,2023-12-11,195.71,finalizado
251,72,2023-12-16,850.54,abandonado
252,72,2022-12-24,732.25,finalizado
253,72,2024-06-03,3294.45,finalizado
254,72,2023-03-26,3467.22,abandonado
255,73,2023-10-10,2631.79,finalizado
256,74,2023-01-29,1005.31,abandonado
257,74,2024-08-13,788.55,abandonado
258,74,2023-03-01,714.66,abandonado
259,74,2023-05-11,280.83,abandonado
260,74,2022-05-20,1715.32,abandonado
261,75,2024-03-06,650.03,finalizado
262,75,2023-05-16,1541.27,abandonado
263,75,2024-12-14,3154.15,finalizado
264,75,2022-04-20,224.8,finalizado
265,76,2023-03-11,861.88,finalizado
266,78,2023-12-20,2353.74,finalizado
267,78,2023-02-16,99.71,abandonado
268,78,2024-03-15,1227.01,abandonado
269,78,2022-03-31,2318.18,abandonado
270,78,2024-08-20,1638.32,abandonado
271,80,2024-11-17,1835.75,finalizado
272,80,2024-02-25,1697.96,finalizado
273,80,2023-09-14,3178.07,finalizado
274,80,2023-06-21,1059.25,abandonado
275,80,2022-07-30,1274.37,finalizado
276,80,2023-01-12,1998.67,finalizado
277,80,2022-02-13,2866.95,finalizado
278,81,2024-01-03,2335.48,finalizado
279,81,2023-10-14,2443.39,abandonado
280,81,2023-08-31,3069.68,finalizado
281,81,2023-06-08,1135.27,finalizado
282,81,2024-05-21,655.64,abandonado
283,81,2023-11-10,3265.03,abandonado
284,82,2024-07-07,2070.15,abandonado
285,82,2024-04-13,324.21,finalizado
286,82,2023-08-25,1534.3,abandonado
287,82,2023-01-30,3241.32,finalizado
288,82,2022-03-18,168.08,abandonado
289,82,2024-10-14,2827.73,abandonado
290,83,2023-12-26,129.03,abandonado
291,83,2024-03-29,2405.52,abandonado
292,83,2024-03-19,465.27,finalizado
293,83,2022-12-19,1237.08,finalizado
294,83,2024-07-12,2917.04,finalizado
295,83,2023-03-18,2444.39,finalizado
296,84,2022-02-14,1652.21,finalizado
297,85,2023-06-23,2559.29,abandonado
298,85,2024-08-25,283.85,finalizado
299,85,2024-09-09,3302.02,finalizado
300,86,2024-12-08,598.46,finalizado
301,86,2023-09-24,2147.19,abandonado
302,86,2022-11-08,1218.04,finalizado
303,86,2023-08-19,1515.65,finalizado
304,87,2024-07-11,1843.46,finalizado
305,87,2022-03-31,1332.03,finalizado
306,87,2023-07-26,2631.22,abandonado
307,87,2022-11-01,533.97,finalizado
308,87,2024-07-20,2238.51,finalizado
309,88,2024-11-25,3342.85,abandonado
310,88,2024-01-09,3298.48,finalizado
311,88,2024-12-24,1763.21,finalizado
312,88,2024-01-28,2334.23,finalizado
313,88,2024-03-29,1141.09,abandonado
314,88,2023-01-16,3432.62,abandonado
315,89,2023-07-19,2861.72,finalizado
316,89,2023-04-17,1120.77,abandonado
317,89,2024-02-20,2680.76,abandonado
318,89,2022-05-10,2346.62,finalizado
319,89,2022-02-16,3142.1,abandonado
320,90,2023-03-01,3013.37,abandonado
321,90,2022-04-21,584.23,abandonado
322,90,2022-05-15,993.09,abandonado
323,90,2023-03-04,3426.31,finalizado
324,91,2022-09-16,2708.78,finalizado
325,91,2024-07-04,423.59,abandonado
326,91,2022-08-26,1991.67,abandonado
327,91,2022-03-23,473.14,finalizado
328,91,2023-02-07,2575.77,finalizado
329,91,2022-09-12,1602.51,finalizado
330,94,2023-04-30,3321.28,abandonado
331,94,2022-06-29,2858.32,abandonado
332,94,2023-10-06,1328.25,finalizado
333,94,2022-10-10,444.7,abandonado
334,94,2024-01-26,1107.18,finalizado
335,94,2024-11-09,2048.23,finalizado
336,96,2023-01-11,1248.13,abandonado
337,96,2023-12-17,106.21,abandonado
338,96,2024-01-07,1168.03,abandonado
339,96,2022-09-11,970.64,finalizado
340,96,2022-01-30,2687.89,finalizado
341,96,2023-11-29,1492.23,abandonado
342,97,2023-02-02,2642.46,abandonado
343,97,2023-06-14,1912.05,finalizado
344,97,2024-05-09,2557.21,abandonado
345,97,2023-12-23,1957.06,finalizado
346,98,2022-09-21,1468.47,finalizado
347,98,2023-04-22,2223.42,abandonado
348,98,2024-12-21,2182.53,abandonado
349,99,2024-06-06,2475.62,abandonado
350,99,2023-07-11,2305.12,finalizado
351,99,2022-09-29,2265.23,abandonado
352,99,2024-06-09,444.34,abandonado
353,99,2023-10-22,2567.39,abandonado
354,99,2023-12-16,1477.66,finalizado
355,100,2024-08-01,2860.23,finalizado
356,100,2022-06-15,3315.79,abandonado
357,100,2022-12-17,101.07,finalizado
358,100,2024-07-20,154.31,finalizado
359,101,2024-05-09,2269.55,abandonado
360,102,2024-03-29,2893.74,finalizado
361,102,2023-04-02,2037.78,abandonado
362,102,2023-11-11,3389.78,finalizado
363,102,2022-01-24,1951.6,abandonado
364,102,2023-01-05,2330.33,finalizado
365,103,2023-03-19,1466.39,finalizado
366,103,2023-12-14,1885.94,finalizado
367,104,2024-04-06,2004.99,abandonado
368,104,2024-01-12,2281.04,finalizado
369,104,2022-12-15,2294.23,abandonado
370,104,2024-04-26,2466.98,finalizado
371,104,2024-01-14,2547.2,finalizado
372,105,2023-04-18,1626.85,finalizado
373,105,2023-05-01,2780.96,abandonado
374,105,2022-09-04,1454.36,finalizado
375,105,2024-01-24,3461.9,abandonado
376,105,2023-03-11,2338.46,finalizado
377,105,2022-08-17,2599.61,abandonado
378,106,2022-06-26,2119.87,abandonado
379,106,2022-03-18,2678.5,abandonado
380,106,2022-01-12,522.41,finalizado
381,106,2023-03-25,3068.17,finalizado
382,106,2023-03-03,909.3,abandonado
383,106,2022-08-14,1960.45,abandonado
384,107,2024-08-25,1257.76,abandonado
385,107,2023-09-10,3319.9,finalizado
386,107,2024-08-28,2364.19,finalizado
387,107,2022-08-08,685.04,finalizado
388,107,2023-10-04,2999.28,finalizado
389,107,2024-09-26,672.51,abandonado
390,107,2024-03-02,3257.01,abandonado
391,108,2023-08-04,2284.64,abandonado
392,108,2023-11-18,3471.67,abandonado
393,109,2022-03-19,2388.0,abandonado
394,109,2023-11-02,1556.04,abandonado
395,109,2022-12-02,1848.75,finalizado
396,109,2023-07-21,1359.26,abandonado
397,109,2024-04-17,2104.29,finalizado
398,109,2023-08-26,1897.24,finalizado
399,109,2022-01-17,2555.15,finalizado
400,110,2023-10-02,256.5,finalizado
401,111,2024-07-19,2956.41,abandonado
402,111,2022-02-10,632.26,abandonado
403,111,2022-10-31,3153.33,abandonado
404,111,2023-09-08,1837.51,abandonado
405,111,2023-08-19,2619.06,abandonado
406,111,2022-04-18,1955.38,finalizado
407,111,2023-08-26,3309.72,abandonado
408,112,2023-04-14,162.81,finalizado
409,112,2023-09-13,3022.34,finalizado
410,112,2022-08-24,3352.87,abandonado
411,112,2024-03-01,2913.49,finalizado
412,112,2023-01-27,1037.39,finalizado
413,112,2022-12-15,378.33,finalizado
414,113,2022-04-16,2349.79,finalizado
415,113,2024-02-27,2357.79,finalizado
416,113,2024-04-02,823.77,abandonado
417,113,2024-05-03,1145.66,finalizado
418,113,2022-02-13,1816.52,finalizado
419,113,2022-04-02,1212.16,finalizado
420,114,2023-12-01,979.55,abandonado
421,115,2022-04-15,483.17,abandonado
422,115,2022-04-25,2506.22,finalizado
423,115,2023-12-30,2485.83,finalizado
424,115,2024-06-13,1177.6,finalizado
425,115,2024-12-05,875.85,finalizado
426,115,2022-08-16,132.2,abandonado
427,115,2024-01-07,2521.92,abandonado
428,117,2024-07-13,577.82,finalizado
429,117,2023-03-23,2767.24,finalizado
430,117,2023-09-23,2591.69,abandonado
431,118,2022-03-06,3450.47,abandonado
432,118,2024-08-31,629.31,finalizado
433,118,2022-09-26,3392.46,abandonado
434,118,2023-02-10,840.69,finalizado
435,118,2024-05-15,2451.16,finalizado
436,118,2024-01-12,3164.62,abandonado
437,118,2024-05-23,703.38,finalizado
438,119,2024-06-29,1509.42,finalizado
439,119,2023-12-20,2148.88,finalizado
440,120,2024-04-25,3089.16,finalizado
441,120,2022-06-02,2297.67,abandonado
442,120,2022-10-11,523.26,finalizado
443,120,2023-05-27,1884.43,finalizado
444,120,2023-11-11,311.96,finalizado
445,121,2023-05-28,1020.04,abandonado
446,121,2022-05-25,661.93,abandonado
447,121,2022-12-26,3335.07,finalizado
448,121,2023-08-07,1642.63,abandonado
449,121,2024-08-17,3107.08,finalizado
450,121,2024-01-13,2358.89,finalizado
451,122,2023-08-10,248.57,finalizado
452,122,2024-12-29,480.89,finalizado
453,122,2022-08-22,2563.3,finalizado
454,122,2023-06-20,299.99,abandonado
455,122,2024-12-26,2848.69,finalizado
456,123,2023-02-10,1293.5,finalizado
457,123,2024-03-07,1825.36,abandonado
458,123,2024-01-03,112.75,finalizado
459,123,2022-08-22,2438.47,finalizado
460,123,2024-11-11,426.47,finalizado
461,124,2022-01-30,951.58,finalizado
462,124,2022-03-04,1463.78,abandonado
463,124,2024-07-31,2406.28,abandonado
464,124,2024-05-22,843.2,finalizado
465,124,2022-01-06,2281.86,finalizado
466,124,2022-09-05,389.74,finalizado
467,124,2023-05-21,2911.46,finalizado
468,125,2023-12-10,1967.91,abandonado
469,125,2024-01-18,1364.88,finalizado
470,125,2023-05-16,1451.44,finalizado
471,125,2022-11-29,430.39,finalizado
472,127,2023-06-16,1945.95,abandonado
473,127,2022-08-15,305.26,finalizado
474,127,2023-04-16,2423.65,abandonado
475,127,2024-02-25,1360.28,finalizado
476,127,2023-02-19,3291.98,abandonado
477,128,2022-12-11,3333.74,abandonado
478,128,2023-08-08,2391.11,finalizado
479,128,2024-06-16,1706.41,finalizado
480,128,2023-12-26,1175.6,finalizado
481,128,2024-10-20,781.87,finalizado
482,129,2023-01-30,158.02,abandonado
483,129,2022-11-22,577.82,abandonado
484,129,2022-09-23,1669.86,finalizado
485,129,2023-11-14,1789.39,finalizado
486,129,2022-07-15,637.8,abandonado
487,129,2023-09-05,2400.26,abandonado
488,130,2022-07-22,1658.48,finalizado
489,130,2022-02-01,189.39,abandonado
490,131,2024-03-01,3107.33,finalizado
491,131,2024-12-30,298.24,abandonado
492,131,2022-11-22,2875.74,abandonado
493,131,2023-02-20,1148.28,finalizado
494,131,2023-01-03,3419.15,abandonado
495,131,2023-08-01,2035.09,finalizado
496,133,2024-11-07,1999.32,abandonado
497,133,2023-09-23,1158.85,finalizado
498,133,2023-11-05,3100.82,finalizado
499,133,2022-11-24,1775.15,abandonado
500,134,2022-10-27,3459.12,finalizado
501,134,2024-07-11,2524.96,abandonado
502,134,2023-10-01,2952.73,abandonado
503,134,2023-06-03,2329.6,abandonado
504,134,2024-08-30,474.38,finalizado
505,134,2022-09-21,2191.41,finalizado
506,135,2022-05-12,1730.52,finalizado
507,135,2022-04-09,2138.56,finalizado
508,135,2024-10-05,1800.34,abandonado
509,135,2022-07-07,749.26,finalizado
510,135,2022-04-18,1892.49,finalizado
511,135,2023-01-11,1207.47,abandonado
512,135,2024-09-10,3022.74,abandonado
513,136,2022-12-31,2364.11,finalizado
514,136,2023-09-06,233.75,abandonado
515,136,2022-11-26,3218.25,abandonado
516,136,2022-12-20,3171.44,finalizado
517,136,2023-01-18,1311.58,abandonado
518,136,2024-08-08,1190.19,finalizado
519,136,2024-05-15,1107.23,finalizado
520,138,2024-09-18,498.31,finalizado
521,138,2022-05-12,3020.89,finalizado
522,138,2023-10-02,2795.34,finalizado
523,139,2022-08-29,902.3,finalizado
524,139,2022-01-23,1897.22,abandonado
525,139,2022-06-24,3369.28,abandonado
526,139,2024-01-15,617.21,abandonado
527,139,2023-05-14,3299.38,finalizado
528,140,2022-06-24,1496.66,abandonado
529,140,2023-06-16,2195.09,finalizado
530,140,2023-03-22,906.31,finalizado
531,140,2023-07-15,1254.28,finalizado
532,141,2024-08-24,284.54,abandonado
533,141,2022-07-15,1714.91,finalizado
534,141,2024-07-03,2763.9,abandonado
535,142,2024-01-27,1863.63,abandonado
536,142,2022-08-26,2724.27,abandonado
537,142,2023-07-13,2976.2,abandonado
538,142,2024-11-13,3055.57,finalizado
539,143,2022-12-16,2980.07,finalizado
540,143,2024-06-06,1602.06,finalizado
541,143,2023-04-23,875.86,finalizado
542,143,2024-11-30,417.46,abandonado
543,143,2024-04-15,2190.42,finalizado
544,143,2023-06-29,2692.8,finalizado
545,144,2024-11-12,1187.31,finalizado
546,144,2024-06-19,1938.71,abandonado
547,145,2024-05-30,280.62,finalizado
548,146,2022-01-02,1927.52,abandonado
549,146,2022-06-01,289.23,finalizado
550,146,2024-05-31,1730.21,finalizado
551,146,2022-02-02,3397.74,finalizado
552,146,2024-03-05,1896.55,abandonado
553,146,2023-01-02,417.71,abandonado
554,146,2023-06-22,3031.69,abandonado
555,147,2023-12-21,3218.84,abandonado
556,147,2022-02-17,553.49,finalizado
557,147,2024-03-11,1099.79,finalizado
558,147,2022-09-23,1062.76,finalizado
559,147,2023-08-10,880.93,finalizado
560,147,2022-09-29,969.93,abandonado
561,147,2022-06-08,3171.8,finalizado
562,148,2023-05-27,956.84,finalizado
563,148,2023-11-19,112.82,finalizado
564,148,2023-07-23,600.78,finalizado
565,148,2022-02-06,2971.05,finalizado
566,149,2023-01-04,1360.71,abandonado
567,149,2023-12-25,3147.0,finalizado
568,149,2022-04-09,388.32,abandonado
569,150,2022-07-03,117.86,abandonado
570,150,2023-04-14,3497.93,finalizado
571,151,2024-09-06,1617.7,finalizado
572,152,2023-03-02,1083.17,abandonado
573,154,2024-01-11,2825.37,abandonado
574,155,2023-06-10,3476.48,finalizado
575,155,2023-07-19,2337.1,finalizado
576,155,2024-11-22,2742.25,finalizado
577,155,2024-07-18,2781.6,finalizado
578,155,2023-02-13,1319.3,finalizado
579,156,2023-05-20,1596.65,finalizado
580,156,2022-07-10,128.3,abandonado
581,156,2024-05-15,1649.84,abandonado
582,156,2024-04-06,1907.13,finalizado
583,156,2024-02-18,3237.61,finalizado
584,156,2022-09-27,1739.49,finalizado
585,156,2024-10-12,2430.69,finalizado
586,157,2024-03-24,1902.55,abandonado
587,157,2022-05-08,3139.06,abandonado
588,157,2023-03-14,1223.63,finalizado
589,157,2024-08-27,189.13,finalizado
590,158,2022-03-27,444.63,finalizado
591,158,2024-12-16,2678.85,finalizado
592,159,2024-03-01,2626.94,abandonado
593,159,2024-08-04,1878.7,finalizado
594,159,2023-07-11,811.26,finalizado
595,159,2022-08-13,1774.12,abandonado
596,160,2024-11-17,1759.16,finalizado
597,160,2023-10-16,1052.39,finalizado
598,160,2024-01-11,3001.88,finalizado
599,160,2023-01-06,2287.49,abandonado
600,160,2023-07-03,2442.13,abandonado
601,160,2023-02-23,2377.23,abandonado
602,160,2024-07-08,3232.82,finalizado
603,161,2023-01-02,437.09,abandonado
604,161,2024-02-26,862.55,abandonado
605,161,2024-11-22,2132.8,finalizado
606,161,2024-12-27,1392.87,finalizado
607,161,2022-02-01,2541.32,finalizado
608,162,2024-05-27,330.07,abandonado
609,162,2022-04-17,2070.59,abandonado
610,162,2024-11-30,2476.71,abandonado
611,164,2022-04-15,3412.39,finalizado
612,164,2022-03-06,3126.55,abandonado
613,164,2022-09-12,1208.37,finalizado
614,164,2022-06-20,2212.94,finalizado
615,165,2024-03-29,1195.63,abandonado
616,165,2023-10-30,2920.35,finalizado
617,165,2022-01-27,1294.56,abandonado
618,165,2024-02-10,2872.11,abandonado
619,165,2024-07-24,300.79,finalizado
620,166,2022-10-02,2053.72,finalizado
621,166,2024-08-31,1797.51,finalizado
622,166,2022-04-23,422.34,abandonado
623,166,2024-02-16,2358.41,finalizado
624,166,2022-08-09,1186.84,finalizado
625,166,2022-08-10,2459.77,finalizado
626,166,2022-07-17,395.04,abandonado
627,168,2024-11-05,2916.28,finalizado
628,168,2023-03-01,656.82,finalizado
629,169,2024-08-15,1527.86,abandonado
630,169,2023-02-02,3279.88,finalizado
631,169,2023-09-03,2722.59,abandonado
632,169,2023-12-11,1369.96,finalizado
633,169,2024-11-09,149.07,finalizado
634,169,2022-08-15,590.18,abandonado
635,169,2024-03-21,2214.7,finalizado
636,170,2024-04-07,1604.21,abandonado
637,170,2023-01-20,792.41,finalizado
638,170,2022-10-18,3317.06,finalizado
639,171,2022-04-16,342.92,finalizado
640,171,2024-06-18,1772.54,finalizado
641,171,2022-11-02,1366.9,finalizado
642,171,2023-04-16,2718.06,abandonado
643,172,2022-11-05,1793.94,abandonado
644,172,2023-05-14,762.37,abandonado
645,173,2023-01-13,2077.36,finalizado
646,173,2024-04-07,2403.2,abandonado
647,173,2022-11-18,1055.52,abandonado
648,174,2024-09-30,2837.19,finalizado
649,174,2024-01-08,1778.6,finalizado
650,174,2023-05-29,202.55,abandonado
651,174,2022-03-29,1513.23,abandonado
652,174,2023-12-26,2840.26,finalizado
653,174,2024-12-05,1855.95,finalizado
654,174,2023-03-03,2103.0,finalizado
655,175,2023-02-07,2528.51,finalizado
656,175,2024-12-10,3191.72,abandonado
657,175,2022-07-18,401.7,finalizado
658,175,2022-05-23,2516.05,finalizado
659,175,2023-06-10,2129.98,finalizado
660,177,2023-01-31,2661.1,abandonado
661,177,2024-05-08,2773.89,abandonado
662,177,2024-02-08,988.8,finalizado
663,177,2022-02-05,1774.05,abandonado
664,177,2024-06-30,2146.66,finalizado
665,177,2022-06-21,1744.59,abandonado
666,179,2024-03-02,2964.69,finalizado
667,179,2024-07-17,2354.12,abandonado
668,179,2023-07-04,2479.08,finalizado
669,179,2022-08-04,847.06,abandonado
670,179,2023-12-16,2965.85,abandonado
671,180,2022-07-10,1858.11,abandonado
672,180,2024-08-17,1340.86,abandonado
